country-year;population;generation
Malta2007;14886;Silent
Malta2007;27895;Millenials
Malta2007;28335;Generation X
Malta2007;54855;Boomers
Malta2007;22938;Generation Z
Malta2007;46412;Silent
Malta2007;24299;Generation Z
Malta2008;9566;Silent
Malta2008;44053;Silent
Malta2008;56340;Boomers
Malta2008;54846;Boomers
Malta2008;29288;Millenials
Malta2008;31016;Generation X
Malta2008;27700;Millenials
Malta2008;28817;Generation X
Malta2008;22214;Generation Z
Malta2008;47402;Silent
Malta2008;15479;Silent
Malta2008;23474;Generation Z
Malta2009;31502;Generation X
Malta2009;9840;Silent
Malta2009;45352;Silent
Malta2009;56425;Boomers
Malta2009;29462;Millenials
Malta2009;29150;Generation X
Malta2009;27616;Millenials
Malta2009;54933;Boomers
Malta2009;21609;Generation Z
Malta2009;48486;Silent
Malta2009;15983;Silent
Malta2009;22744;Generation Z
Malta2010;56430;Generation X
Malta2010;10212;Silent
Malta2010;29208;Millenials
Malta2010;31445;Generation X
Malta2010;46730;Silent
Malta2010;49604;Silent
Malta2010;27407;Millenials
Malta2010;29274;Generation X
Malta2010;54977;Generation X
Malta2010;21055;Generation Z
Malta2010;16506;Silent
Malta2010;22101;Generation Z
Malta2011;56411;Generation X
Malta2011;31295;Millenials
Malta2011;28714;Millenials
Malta2011;48074;Boomers
Malta2011;27130;Millenials
Malta2011;29205;Millenials
Malta2011;54987;Generation X
Malta2011;20542;Generation Z
Malta2011;50691;Boomers
Malta2011;17111;Silent
Malta2011;21524;Generation Z
Malta2011;10739;Silent
Malta2012;49347;Boomers
Malta2012;56478;Generation X
Malta2012;31548;Millenials
Malta2012;11234;Silent
Malta2012;54944;Generation X
Malta2012;51796;Boomers
Malta2012;28647;Millenials
Malta2012;26975;Millenials
Malta2012;29331;Millenials
Malta2012;20066;Generation Z
Malta2012;17713;Silent
Malta2012;21059;Generation Z
Malta2013;56705;Generation X
Malta2013;11751;Silent
Malta2013;50574;Boomers
Malta2013;28655;Millenials
Malta2013;32048;Millenials
Malta2013;20804;Generation Z
Malta2013;29657;Millenials
Malta2013;26698;Millenials
Malta2013;54854;Generation X
Malta2013;19765;Generation Z
Malta2013;52903;Boomers
Malta2013;18314;Silent
Malta2014;12335;Silent
Malta2014;57094;Generation X
Malta2014;51764;Boomers
Malta2014;28298;Millenials
Malta2014;32560;Millenials
Malta2014;19668;Generation Z
Malta2014;26151;Millenials
Malta2014;30050;Millenials
Malta2014;54027;Boomers
Malta2014;54883;Generation X
Malta2014;18918;Silent
Malta2014;20777;Generation Z
Malta2015;33179;Millenials
Malta2015;57603;Generation X
Malta2015;53017;Boomers
Malta2015;27768;Millenials
Malta2015;55098;Generation X
Malta2015;25588;Millenials
Malta2015;55161;Boomers
Malta2015;30613;Millenials
Malta2015;19625;Generation Z
Malta2015;19379;Silent
Malta2015;20817;Generation Z
Malta2015;12789;Silent
Mauritius1985;8800;G.I. Generation
Mauritius1985;88500;Boomers
Mauritius1985;89500;Silent
Mauritius1985;45300;G.I. Generation
Mauritius1985;109400;Generation X
Mauritius1985;106300;Generation X
Mauritius1985;47900;G.I. Generation
Mauritius1985;87200;Boomers
Mauritius1985;90500;Silent
Mauritius1985;104700;Generation X
Mauritius1985;100900;Generation X
Mauritius1985;4400;G.I. Generation
Mauritius1986;88800;Boomers
Mauritius1986;94900;Silent
Mauritius1986;104600;Generation X
Mauritius1986;108300;Generation X
Mauritius1986;88500;Boomers
Mauritius1986;45700;G.I. Generation
Mauritius1986;96400;Silent
Mauritius1986;102100;Generation X
Mauritius1986;48500;G.I. Generation
Mauritius1986;9100;G.I. Generation
Mauritius1986;106500;Generation X
Mauritius1986;4700;G.I. Generation
Mauritius1987;98200;Silent
Mauritius1987;102000;Generation X
Mauritius1987;91300;Boomers
Mauritius1987;105000;Generation X
Mauritius1987;9000;G.I. Generation
Mauritius1987;45800;G.I. Generation
Mauritius1987;92900;Boomers
Mauritius1987;49500;G.I. Generation
Mauritius1987;100300;Silent
Mauritius1987;103900;Generation X
Mauritius1987;108600;Generation X
Mauritius1987;4800;G.I. Generation
Mauritius1988;4800;G.I. Generation
Mauritius1988;101600;Silent
Mauritius1988;46800;G.I. Generation
Mauritius1988;95100;Boomers
Mauritius1988;99200;Generation X
Mauritius1988;102000;Generation X
Mauritius1988;95000;Boomers
Mauritius1988;106100;Silent
Mauritius1988;49900;G.I. Generation
Mauritius1988;105100;Generation X
Mauritius1988;109800;Generation X
Mauritius1988;9600;G.I. Generation
Mauritius1989;96900;Boomers
Mauritius1989;5200;G.I. Generation
Mauritius1989;103400;Silent
Mauritius1989;10200;G.I. Generation
Mauritius1989;100400;Generation X
Mauritius1989;47500;G.I. Generation
Mauritius1989;97900;Generation X
Mauritius1989;50900;G.I. Generation
Mauritius1989;96500;Boomers
Mauritius1989;104600;Generation X
Mauritius1989;109900;Silent
Mauritius1989;109500;Generation X
Mauritius1990;107800;Silent
Mauritius1990;48700;G.I. Generation
Mauritius1990;98100;Boomers
Mauritius1990;95400;Generation X
Mauritius1990;97100;Boomers
Mauritius1990;98500;Generation X
Mauritius1990;51800;G.I. Generation
Mauritius1990;115600;Silent
Mauritius1990;103400;Generation X
Mauritius1990;108400;Generation X
Mauritius1990;10500;G.I. Generation
Mauritius1990;5800;G.I. Generation
Mauritius1991;6300;G.I. Generation
Mauritius1991;100400;Boomers
Mauritius1991;47400;Silent
Mauritius1991;113400;Boomers
Mauritius1991;93300;Generation X
Mauritius1991;96200;Generation X
Mauritius1991;97100;Boomers
Mauritius1991;53600;Silent
Mauritius1991;114000;Boomers
Mauritius1991;101000;Millenials
Mauritius1991;11500;G.I. Generation
Mauritius1991;103900;Millenials
Mauritius1992;6600;G.I. Generation
Mauritius1992;118800;Boomers
Mauritius1992;101400;Boomers
Mauritius1992;96800;Generation X
Mauritius1992;48000;Silent
Mauritius1992;93200;Generation X
Mauritius1992;118500;Boomers
Mauritius1992;96800;Boomers
Mauritius1992;11800;G.I. Generation
Mauritius1992;54700;Silent
Mauritius1992;99300;Millenials
Mauritius1992;102400;Millenials
Mauritius1993;6800;G.I. Generation
Mauritius1993;102500;Boomers
Mauritius1993;123400;Boomers
Mauritius1993;48700;Silent
Mauritius1993;93500;Generation X
Mauritius1993;97000;Boomers
Mauritius1993;97500;Generation X
Mauritius1993;122700;Boomers
Mauritius1993;55600;Silent
Mauritius1993;97600;Millenials
Mauritius1993;100800;Millenials
Mauritius1993;12200;G.I. Generation
Mauritius1994;102600;Boomers
Mauritius1994;99500;Generation X
Mauritius1994;49100;Silent
Mauritius1994;128600;Boomers
Mauritius1994;7000;G.I. Generation
Mauritius1994;96100;Generation X
Mauritius1994;97100;Boomers
Mauritius1994;12400;G.I. Generation
Mauritius1994;127900;Boomers
Mauritius1994;96300;Millenials
Mauritius1994;56700;Silent
Mauritius1994;99500;Millenials
Mauritius1995;133300;Boomers
Mauritius1995;101700;Generation X
Mauritius1995;7200;G.I. Generation
Mauritius1995;49900;Silent
Mauritius1995;101000;Generation X
Mauritius1995;97900;Generation X
Mauritius1995;57800;Silent
Mauritius1995;12800;G.I. Generation
Mauritius1995;132400;Boomers
Mauritius1995;95700;Generation X
Mauritius1995;94400;Millenials
Mauritius1995;97800;Millenials
Mauritius1996;100700;Generation X
Mauritius1996;50200;Silent
Mauritius1996;138600;Boomers
Mauritius1996;103000;Generation X
Mauritius1996;94900;Generation X
Mauritius1996;58500;Silent
Mauritius1996;100000;Generation X
Mauritius1996;13200;G.I. Generation
Mauritius1996;137300;Boomers
Mauritius1996;93900;Millenials
Mauritius1996;97200;Millenials
Mauritius1996;7500;G.I. Generation
Mauritius1997;144500;Boomers
Mauritius1997;100000;Generation X
Mauritius1997;7800;G.I. Generation
Mauritius1997;50600;Silent
Mauritius1997;104800;Generation X
Mauritius1997;101800;Generation X
Mauritius1997;59300;Silent
Mauritius1997;94100;Generation X
Mauritius1997;143100;Boomers
Mauritius1997;94100;Millenials
Mauritius1997;97900;Millenials
Mauritius1997;13700;G.I. Generation
Mauritius1998;98200;Generation X
Mauritius1998;150700;Boomers
Mauritius1998;50700;Silent
Mauritius1998;105800;Generation X
Mauritius1998;92200;Generation X
Mauritius1998;103000;Generation X
Mauritius1998;14200;G.I. Generation
Mauritius1998;148800;Boomers
Mauritius1998;99000;Millenials
Mauritius1998;60100;Silent
Mauritius1998;95400;Millenials
Mauritius1998;8200;G.I. Generation
Mauritius1999;97800;Generation X
Mauritius1999;156300;Boomers
Mauritius1999;8700;G.I. Generation
Mauritius1999;92200;Generation X
Mauritius1999;102900;Generation X
Mauritius1999;105600;Generation X
Mauritius1999;154100;Boomers
Mauritius1999;51800;Silent
Mauritius1999;61600;Silent
Mauritius1999;100000;Millenials
Mauritius1999;96600;Millenials
Mauritius1999;14800;G.I. Generation
Mauritius2000;94136;Generation X
Mauritius2000;160762;Boomers
Mauritius2000;102779;Generation X
Mauritius2000;54106;Silent
Mauritius2000;102131;Generation X
Mauritius2000;9735;G.I. Generation
Mauritius2000;93975;Generation X
Mauritius2000;159364;Boomers
Mauritius2000;63460;Silent
Mauritius2000;98361;Millenials
Mauritius2000;16509;G.I. Generation
Mauritius2000;100755;Millenials
Mauritius2001;93054;Generation X
Mauritius2001;54628;Silent
Mauritius2001;166424;Boomers
Mauritius2001;101083;Millenials
Mauritius2001;10419;Silent
Mauritius2001;165008;Boomers
Mauritius2001;102151;Millenials
Mauritius2001;64392;Silent
Mauritius2001;17391;Silent
Mauritius2001;93411;Generation X
Mauritius2001;99293;Millenials
Mauritius2001;101693;Millenials
Mauritius2002;93399;Generation X
Mauritius2002;170023;Boomers
Mauritius2002;56153;Silent
Mauritius2002;100533;Millenials
Mauritius2002;99542;Millenials
Mauritius2002;10790;Silent
Mauritius2002;94139;Generation X
Mauritius2002;168822;Boomers
Mauritius2002;66002;Silent
Mauritius2002;99967;Millenials
Mauritius2002;18012;Silent
Mauritius2002;102373;Millenials
Mauritius2003;94542;Generation X
Mauritius2003;58071;Silent
Mauritius2003;173619;Boomers
Mauritius2003;11185;Silent
Mauritius2003;97740;Millenials
Mauritius2003;99166;Millenials
Mauritius2003;95550;Generation X
Mauritius2003;172697;Boomers
Mauritius2003;68440;Silent
Mauritius2003;102552;Millenials
Mauritius2003;100012;Millenials
Mauritius2003;18660;Silent
Mauritius2004;96551;Generation X
Mauritius2004;175824;Boomers
Mauritius2004;11376;Silent
Mauritius2004;98158;Millenials
Mauritius2004;60315;Silent
Mauritius2004;97926;Generation X
Mauritius2004;96083;Millenials
Mauritius2004;175289;Boomers
Mauritius2004;70970;Silent
Mauritius2004;99417;Millenials
Mauritius2004;19076;Silent
Mauritius2004;102106;Millenials
Mauritius2005;177945;Boomers
Mauritius2005;98556;Generation X
Mauritius2005;63489;Silent
Mauritius2005;96661;Millenials
Mauritius2005;11584;Silent
Mauritius2005;74380;Silent
Mauritius2005;94435;Millenials
Mauritius2005;19557;Silent
Mauritius2005;99884;Generation X
Mauritius2005;177511;Boomers
Mauritius2005;101372;Millenials
Mauritius2005;98568;Millenials
Mauritius2006;11398;Silent
Mauritius2006;178169;Boomers
Mauritius2006;100827;Generation X
Mauritius2006;96530;Millenials
Mauritius2006;19672;Silent
Mauritius2006;67670;Silent
Mauritius2006;94140;Millenials
Mauritius2006;101903;Generation X
Mauritius2006;178302;Boomers
Mauritius2006;78655;Silent
Mauritius2006;97629;Millenials
Mauritius2006;100406;Millenials
Mauritius2007;11486;Silent
Mauritius2007;102202;Generation X
Mauritius2007;178997;Boomers
Mauritius2007;97048;Millenials
Mauritius2007;71372;Silent
Mauritius2007;94225;Millenials
Mauritius2007;103004;Generation X
Mauritius2007;179726;Boomers
Mauritius2007;82534;Silent
Mauritius2007;96189;Generation Z
Mauritius2007;19848;Silent
Mauritius2007;98602;Generation Z
Mauritius2008;75302;Silent
Mauritius2008;103266;Generation X
Mauritius2008;178971;Boomers
Mauritius2008;98207;Millenials
Mauritius2008;86641;Silent
Mauritius2008;104061;Generation X
Mauritius2008;95566;Millenials
Mauritius2008;180104;Boomers
Mauritius2008;94783;Generation Z
Mauritius2008;20317;Silent
Mauritius2008;97260;Generation Z
Mauritius2008;11780;Silent
Mauritius2009;179965;Boomers
Mauritius2009;99119;Generation X
Mauritius2009;99793;Millenials
Mauritius2009;82341;Silent
Mauritius2009;13141;Silent
Mauritius2009;97984;Millenials
Mauritius2009;98003;Generation X
Mauritius2009;21454;Silent
Mauritius2009;93824;Silent
Mauritius2009;96125;Generation Z
Mauritius2009;178594;Boomers
Mauritius2009;99208;Generation Z
Mauritius2010;12508;Silent
Mauritius2010;102081;Generation X
Mauritius2010;181881;Generation X
Mauritius2010;100282;Millenials
Mauritius2010;81700;Silent
Mauritius2010;102078;Generation X
Mauritius2010;184083;Generation X
Mauritius2010;93848;Silent
Mauritius2010;98088;Millenials
Mauritius2010;92051;Generation Z
Mauritius2010;21469;Silent
Mauritius2010;94862;Generation Z
Mauritius2011;101278;Millenials
Mauritius2011;12837;Silent
Mauritius2011;182167;Generation X
Mauritius2011;101183;Millenials
Mauritius2011;85760;Boomers
Mauritius2011;99022;Millenials
Mauritius2011;100904;Millenials
Mauritius2011;98036;Boomers
Mauritius2011;185299;Generation X
Mauritius2011;90807;Generation Z
Mauritius2011;22119;Silent
Mauritius2011;93940;Generation Z
Mauritius2012;99664;Millenials
Mauritius2012;183077;Generation X
Mauritius2012;90063;Boomers
Mauritius2012;13212;Silent
Mauritius2012;99697;Millenials
Mauritius2012;101864;Millenials
Mauritius2012;99373;Millenials
Mauritius2012;22801;Silent
Mauritius2012;186881;Generation X
Mauritius2012;89061;Generation Z
Mauritius2012;102269;Boomers
Mauritius2012;92585;Generation Z
Mauritius2013;91452;Millenials
Mauritius2013;178200;Generation X
Mauritius2013;96237;Millenials
Mauritius2013;14627;Silent
Mauritius2013;95695;Boomers
Mauritius2013;94321;Millenials
Mauritius2013;87604;Generation Z
Mauritius2013;176180;Generation X
Mauritius2013;89909;Millenials
Mauritius2013;107634;Boomers
Mauritius2013;24625;Silent
Mauritius2013;90906;Generation Z
Mauritius2014;90004;Millenials
Mauritius2014;96346;Millenials
Mauritius2014;179164;Generation X
Mauritius2014;25080;Silent
Mauritius2014;88430;Millenials
Mauritius2014;14983;Silent
Mauritius2014;99760;Boomers
Mauritius2014;176494;Generation X
Mauritius2014;85980;Generation Z
Mauritius2014;94217;Millenials
Mauritius2014;112152;Boomers
Mauritius2014;88814;Generation Z
Mauritius2015;180202;Generation X
Mauritius2015;88362;Millenials
Mauritius2015;96489;Millenials
Mauritius2015;15510;Silent
Mauritius2015;86613;Millenials
Mauritius2015;103727;Boomers
Mauritius2015;94082;Millenials
Mauritius2015;116373;Boomers
Mauritius2015;177447;Generation X
Mauritius2015;83838;Generation Z
Mauritius2015;25820;Silent
Mauritius2015;86385;Generation Z
Mauritius2016;87701;Millenials
Mauritius2016;15754;Silent
Mauritius2016;96372;Millenials
Mauritius2016;180530;Generation X
Mauritius2016;107902;Boomers
Mauritius2016;94001;Millenials
Mauritius2016;85747;Millenials
Mauritius2016;177524;Generation X
Mauritius2016;120603;Boomers
Mauritius2016;26298;Silent
Mexico1985;432000;G.I. Generation
Mexico1985;2330000;G.I. Generation
Mexico1985;5679000;Boomers
Mexico1985;5836000;Silent
Mexico1985;8420000;Generation X
Mexico1985;8211000;Generation X
Mexico1985;563000;G.I. Generation
Mexico1985;5661000;Boomers
Mexico1985;6100000;Silent
Mexico1985;2651000;G.I. Generation
Mexico1985;11029000;Generation X
Mexico1985;10654000;Generation X
Mexico1986;442100;G.I. Generation
Mexico1986;2383900;G.I. Generation
Mexico1986;5809900;Boomers
Mexico1986;5971300;Silent
Mexico1986;8614300;Generation X
Mexico1986;8400500;Generation X
Mexico1986;5791500;Boomers
Mexico1986;6239700;Silent
Mexico1986;576700;G.I. Generation
Mexico1986;2711700;G.I. Generation
Mexico1986;11282700;Generation X
Mexico1986;10899200;Generation X
Mexico1987;456000;G.I. Generation
Mexico1987;5659000;Boomers
Mexico1987;2409000;G.I. Generation
Mexico1987;6187000;Silent
Mexico1987;8726000;Generation X
Mexico1987;8559000;Generation X
Mexico1987;5728000;Boomers
Mexico1987;6389000;Silent
Mexico1987;2727000;G.I. Generation
Mexico1987;599100;G.I. Generation
Mexico1987;10423000;Generation X
Mexico1987;10086000;Generation X
Mexico1988;467000;G.I. Generation
Mexico1988;2511000;G.I. Generation
Mexico1988;5878000;Boomers
Mexico1988;6379000;Silent
Mexico1988;9021000;Generation X
Mexico1988;8850000;Generation X
Mexico1988;614000;G.I. Generation
Mexico1988;5953000;Boomers
Mexico1988;6590000;Silent
Mexico1988;2844000;G.I. Generation
Mexico1988;10438000;Generation X
Mexico1988;10101000;Generation X
Mexico1989;476000;G.I. Generation
Mexico1989;2613000;G.I. Generation
Mexico1989;6586000;Silent
Mexico1989;6109000;Boomers
Mexico1989;9284000;Generation X
Mexico1989;6807000;Silent
Mexico1989;9111000;Generation X
Mexico1989;6186000;Boomers
Mexico1989;2961000;G.I. Generation
Mexico1989;632000;G.I. Generation
Mexico1989;10466000;Generation X
Mexico1989;10128000;Generation X
Mexico1990;489000;G.I. Generation
Mexico1990;2709000;G.I. Generation
Mexico1990;6812000;Silent
Mexico1990;6347000;Boomers
Mexico1990;9501000;Generation X
Mexico1990;9327000;Generation X
Mexico1990;3073000;G.I. Generation
Mexico1990;6426000;Boomers
Mexico1990;7045000;Silent
Mexico1990;650900;G.I. Generation
Mexico1990;10518000;Generation X
Mexico1990;10179000;Generation X
Mexico1991;500300;G.I. Generation
Mexico1991;2799000;Silent
Mexico1991;6592000;Boomers
Mexico1991;7060000;Boomers
Mexico1991;9666000;Generation X
Mexico1991;667000;G.I. Generation
Mexico1991;9492000;Generation X
Mexico1991;6672000;Boomers
Mexico1991;7306000;Boomers
Mexico1991;3182000;Silent
Mexico1991;10601000;Millenials
Mexico1991;10259000;Millenials
Mexico1992;549600;G.I. Generation
Mexico1992;2862600;Silent
Mexico1992;6347100;Boomers
Mexico1992;7168700;Boomers
Mexico1992;9572400;Generation X
Mexico1992;9605800;Generation X
Mexico1992;6654900;Boomers
Mexico1992;730100;G.I. Generation
Mexico1992;3193600;Silent
Mexico1992;7544500;Boomers
Mexico1992;10704300;Millenials
Mexico1992;10352200;Millenials
Mexico1993;560100;G.I. Generation
Mexico1993;2963500;Silent
Mexico1993;6543100;Boomers
Mexico1993;7427100;Boomers
Mexico1993;9745400;Generation X
Mexico1993;9764500;Generation X
Mexico1993;7837300;Boomers
Mexico1993;3305700;Silent
Mexico1993;6871000;Boomers
Mexico1993;745600;G.I. Generation
Mexico1993;10712100;Millenials
Mexico1993;10351400;Millenials
Mexico1994;573400;G.I. Generation
Mexico1994;3066800;Silent
Mexico1994;6757200;Boomers
Mexico1994;7691700;Boomers
Mexico1994;9882000;Generation X
Mexico1994;9886600;Generation X
Mexico1994;764600;G.I. Generation
Mexico1994;8137700;Boomers
Mexico1994;7102600;Boomers
Mexico1994;3420700;Silent
Mexico1994;10730100;Millenials
Mexico1994;10360700;Millenials
Mexico1995;590900;G.I. Generation
Mexico1995;3172300;Silent
Mexico1995;6993100;Generation X
Mexico1995;9978800;Generation X
Mexico1995;7960500;Boomers
Mexico1995;9970200;Generation X
Mexico1995;7352700;Generation X
Mexico1995;8443500;Boomers
Mexico1995;789100;G.I. Generation
Mexico1995;3538000;Silent
Mexico1995;10758200;Millenials
Mexico1995;10379800;Millenials
Mexico1996;684228;G.I. Generation
Mexico1996;3367371;Silent
Mexico1996;7310893;Generation X
Mexico1996;8288306;Boomers
Mexico1996;10461846;Generation X
Mexico1996;10401655;Generation X
Mexico1996;7578706;Generation X
Mexico1996;8556474;Boomers
Mexico1996;3868948;Silent
Mexico1996;11350080;Millenials
Mexico1996;953167;G.I. Generation
Mexico1996;10980620;Millenials
Mexico1997;713693;G.I. Generation
Mexico1997;7614070;Generation X
Mexico1997;10469891;Generation X
Mexico1997;3469821;Silent
Mexico1997;8545328;Boomers
Mexico1997;10389836;Generation X
Mexico1997;7878137;Generation X
Mexico1997;8847199;Boomers
Mexico1997;3962305;Silent
Mexico1997;11419034;Millenials
Mexico1997;995305;G.I. Generation
Mexico1997;11036261;Millenials
Mexico1998;743519;G.I. Generation
Mexico1998;7923430;Generation X
Mexico1998;10444415;Generation X
Mexico1998;3576372;Silent
Mexico1998;8802383;Boomers
Mexico1998;10340767;Generation X
Mexico1998;8178534;Generation X
Mexico1998;9136813;Boomers
Mexico1998;1038891;G.I. Generation
Mexico1998;11488804;Millenials
Mexico1998;4058048;Silent
Mexico1998;11093702;Millenials
Mexico1999;772816;G.I. Generation
Mexico1999;10416842;Generation X
Mexico1999;8214958;Generation X
Mexico1999;3684714;Silent
Mexico1999;9064400;Boomers
Mexico1999;10286270;Generation X
Mexico1999;9433287;Boomers
Mexico1999;8457907;Generation X
Mexico1999;1083212;G.I. Generation
Mexico1999;4152769;Silent
Mexico1999;11553882;Millenials
Mexico1999;11150920;Millenials
Mexico2000;801173;G.I. Generation
Mexico2000;8473261;Generation X
Mexico2000;10407812;Generation X
Mexico2000;3793938;Silent
Mexico2000;9334127;Boomers
Mexico2000;10247321;Generation X
Mexico2000;8702615;Generation X
Mexico2000;9741546;Boomers
Mexico2000;1128113;G.I. Generation
Mexico2000;4245190;Silent
Mexico2000;11611360;Millenials
Mexico2000;11208337;Millenials
Mexico2001;836476;Silent
Mexico2001;8719740;Generation X
Mexico2001;10392763;Millenials
Mexico2001;3891947;Silent
Mexico2001;9614513;Boomers
Mexico2001;10198732;Millenials
Mexico2001;8930235;Generation X
Mexico2001;10069614;Boomers
Mexico2001;4322994;Silent
Mexico2001;1178437;Silent
Mexico2001;11648383;Millenials
Mexico2001;11248880;Millenials
Mexico2002;869659;Silent
Mexico2002;8935002;Generation X
Mexico2002;10391176;Millenials
Mexico2002;3991819;Silent
Mexico2002;9900926;Boomers
Mexico2002;10166352;Millenials
Mexico2002;10409349;Boomers
Mexico2002;9124293;Generation X
Mexico2002;4401799;Silent
Mexico2002;11684250;Millenials
Mexico2002;1227458;Silent
Mexico2002;11292233;Millenials
Mexico2003;901495;Silent
Mexico2003;9114537;Generation X
Mexico2003;4100347;Silent
Mexico2003;10408446;Millenials
Mexico2003;10201542;Boomers
Mexico2003;10156204;Millenials
Mexico2003;10765671;Boomers
Mexico2003;9280350;Generation X
Mexico2003;4489997;Silent
Mexico2003;1276432;Silent
Mexico2003;11723507;Millenials
Mexico2003;11340331;Millenials
Mexico2004;932624;Silent
Mexico2004;9254521;Generation X
Mexico2004;4227720;Silent
Mexico2004;10447031;Millenials
Mexico2004;10528424;Boomers
Mexico2004;10169971;Millenials
Mexico2004;9394059;Generation X
Mexico2004;4599859;Silent
Mexico2004;11144750;Boomers
Mexico2004;1326483;Silent
Mexico2004;11772473;Millenials
Mexico2004;11395153;Millenials
Mexico2005;963447;Silent
Mexico2005;9355305;Generation X
Mexico2005;10888804;Boomers
Mexico2005;10509381;Millenials
Mexico2005;4380597;Silent
Mexico2005;10208805;Millenials
Mexico2005;9465920;Generation X
Mexico2005;11550016;Boomers
Mexico2005;4739632;Silent
Mexico2005;11833699;Millenials
Mexico2005;1378312;Silent
Mexico2005;11456090;Millenials
Mexico2006;1009855;Silent
Mexico2006;9459323;Generation X
Mexico2006;4535133;Silent
Mexico2006;11286802;Boomers
Mexico2006;10624582;Millenials
Mexico2006;10309008;Millenials
Mexico2006;9546600;Generation X
Mexico2006;11985917;Boomers
Mexico2006;4886682;Silent
Mexico2006;11875780;Millenials
Mexico2006;1441037;Silent
Mexico2006;11508120;Millenials
Mexico2007;1055853;Silent
Mexico2007;9530655;Generation X
Mexico2007;4716115;Silent
Mexico2007;11726685;Boomers
Mexico2007;10761087;Millenials
Mexico2007;10427676;Millenials
Mexico2007;9590582;Generation X
Mexico2007;12451981;Boomers
Mexico2007;5064820;Silent
Mexico2007;1503866;Silent
Mexico2007;11918904;Generation Z
Mexico2007;11546073;Generation Z
Mexico2008;1101082;Silent
Mexico2008;9582642;Generation X
Mexico2008;4918339;Silent
Mexico2008;10909870;Millenials
Mexico2008;12193540;Boomers
Mexico2008;10559325;Millenials
Mexico2008;9612896;Generation X
Mexico2008;12936391;Boomers
Mexico2008;5270209;Silent
Mexico2008;11956461;Generation Z
Mexico2008;1565132;Silent
Mexico2008;11564700;Generation Z
Mexico2009;1144924;Silent
Mexico2009;9636154;Generation X
Mexico2009;12663131;Boomers
Mexico2009;5132854;Silent
Mexico2009;11057116;Millenials
Mexico2009;10695396;Millenials
Mexico2009;9636739;Generation X
Mexico2009;13420062;Boomers
Mexico2009;5495711;Silent
Mexico2009;11979752;Generation Z
Mexico2009;11560068;Generation Z
Mexico2009;1622435;Silent
Mexico2010;1187437;Silent
Mexico2010;9704369;Generation X
Mexico2010;11192708;Millenials
Mexico2010;13117850;Generation X
Mexico2010;5353293;Silent
Mexico2010;10827976;Millenials
Mexico2010;9676184;Generation X
Mexico2010;13887708;Generation X
Mexico2010;5735458;Silent
Mexico2010;11983471;Generation Z
Mexico2010;11534311;Generation Z
Mexico2010;1675096;Silent
Mexico2011;1236980;Silent
Mexico2011;11318362;Millenials
Mexico2011;9792087;Millenials
Mexico2011;13558864;Generation X
Mexico2011;5562736;Boomers
Mexico2011;10955599;Millenials
Mexico2011;9731711;Millenials
Mexico2011;14331297;Generation X
Mexico2011;5967658;Boomers
Mexico2011;11975964;Generation Z
Mexico2011;11496698;Generation Z
Mexico2011;1727144;Silent
Mexico2012;1283320;Silent
Mexico2012;11427075;Millenials
Mexico2012;9890969;Millenials
Mexico2012;13980301;Generation X
Mexico2012;5778173;Boomers
Mexico2012;11076558;Millenials
Mexico2012;9801779;Millenials
Mexico2012;14755637;Generation X
Mexico2012;6214623;Boomers
Mexico2012;11945793;Generation Z
Mexico2012;11441953;Generation Z
Mexico2012;1772584;Silent
Mexico2013;1328764;Silent
Mexico2013;10000769;Millenials
Mexico2013;11520698;Millenials
Mexico2013;14385858;Generation X
Mexico2013;5999782;Boomers
Mexico2013;11186604;Millenials
Mexico2013;9885421;Millenials
Mexico2013;15162201;Generation X
Mexico2013;6474009;Boomers
Mexico2013;1815829;Silent
Mexico2013;11898580;Generation Z
Mexico2013;11378193;Generation Z
Mexico2014;1376264;Silent
Mexico2014;11603241;Millenials
Mexico2014;10118932;Millenials
Mexico2014;14784480;Generation X
Mexico2014;6228708;Boomers
Mexico2014;11280468;Millenials
Mexico2014;9978692;Millenials
Mexico2014;15556091;Generation X
Mexico2014;6743397;Boomers
Mexico2014;11844045;Generation Z
Mexico2014;11316008;Generation Z
Mexico2014;1862263;Silent
Mexico2015;10243158;Millenials
Mexico2015;11676480;Millenials
Mexico2015;1427654;Silent
Mexico2015;15181008;Generation X
Mexico2015;6465941;Boomers
Mexico2015;11354811;Millenials
Mexico2015;10079012;Millenials
Mexico2015;15940497;Generation X
Mexico2015;7021916;Boomers
Mexico2015;11790898;Generation Z
Mexico2015;11261292;Generation Z
Mexico2015;1915217;Silent
Mongolia2016;290660;Millenials
Mongolia2016;375631;Generation X
Mongolia2016;252851;Millenials
Mongolia2016;113527;Boomers
Mongolia2016;15349;Silent
Mongolia2016;26305;Silent
Mongolia2016;246805;Millenials
Mongolia2016;292237;Millenials
Mongolia2016;406028;Generation X
Mongolia2016;148196;Boomers
Montenegro2000;48660;Generation X
Montenegro2000;43578;Generation X
Montenegro2000;86210;Boomers
Montenegro2000;43461;Millenials
Montenegro2000;58144;Silent
Montenegro2000;14322;G.I. Generation
Montenegro2000;50621;Generation X
Montenegro2000;43146;Generation X
Montenegro2000;85940;Boomers
Montenegro2000;46337;Millenials
Montenegro2000;49448;Silent
Montenegro2000;8801;G.I. Generation
Montenegro2001;48660;Millenials
Montenegro2001;43578;Generation X
